ALDER;M;K;TOTAL;Modul
87;93;145;238;1
88;71;122;193;1
89;73;102;175;1
90;53;77;130;1
91;25;66;91;1
92;21;74;95;1
93;19;52;71;1
94;17;52;69;1
95;7;22;29;1
96;11;19;30;1
97;5;14;19;1
98;1;10;11;1
99;2;9;11;1
